DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2016,2015,0,2016-03-31,TN,25250000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2016,2015,0,2016-03-31,TN,10520000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2016,2015,0,2016-03-31,TN,104410000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2016,2015,0,2016-03-31,TN,38520000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2016,2015,0,2016-03-31,TN,16320000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2016,2015,0,2016-03-31,TN,92290000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2016,2015,0,2016-03-31,TN,251500000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2016,2015,0,2016-03-31,TN,235200000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2016,2015,0,2016-03-31,TN,348440000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2016,2015,0,2016-03-31,TN,800000.0
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2016,2015,0,2016-03-31,TN,8570000.0
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2016,2015,0,2016-03-31,TN,348000000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2016,2015,0,2016-03-31,TN,6790000.0
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2015,2014,0,2015-03-31,TN,27510000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2015,2014,0,2015-03-31,TN,327000000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2015,2014,0,2015-03-31,TN,11130000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2015,2014,0,2015-03-31,TN,6280000.0
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2015,2014,0,2015-03-31,TN,34810000
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2015,2014,0,2015-03-31,TN,10370000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2015,2014,0,2015-03-31,TN,86530000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2015,2014,0,2015-03-31,TN,234900000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2015,2014,0,2015-03-31,TN,252000000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2015,2014,0,2015-03-31,TN,1197180000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2015,2014,0,2015-03-31,TN,860000.0
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2015,2014,0,2015-03-31,TN,362330000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2015,2014,0,2015-03-31,TN,17150000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2015,2014,0,2015-03-31,TN,105480000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2015,2014,0,2015-03-31,TN,42860000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2015,2014,0,2015-03-31,TN,7400000.0
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2014,2013,0,2014-03-31,TN,19250000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2014,2013,0,2014-03-31,TN,245800000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2014,2013,0,2014-03-31,TN,32750000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2014,2013,0,2014-03-31,TN,106650000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2014,2013,0,2014-03-31,TN,43290000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2014,2013,0,2014-03-31,TN,9710000.0
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2014,2013,0,2014-03-31,TN,11860000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2014,2013,0,2014-03-31,TN,265000000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2014,2013,0,2014-03-31,TN,1208780000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2014,2013,0,2014-03-31,TN,95850000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2014,2013,0,2014-03-31,TN,11690000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2014,2013,0,2014-03-31,TN,7880000.0
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2014,2013,0,2014-03-31,TN,740000.0
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2014,2013,0,2014-03-31,TN,352140000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2014,2013,0,2014-03-31,TN,35900000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2014,2013,0,2014-03-31,TN,304500000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2013,2012,0,2013-03-31,TN,1135070000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2013,2012,0,2013-03-31,TN,257100000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2013,2012,0,2013-03-31,TN,18340000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2013,2012,0,2013-03-31,TN,30940000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2013,2012,0,2013-03-31,TN,4700000.0
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2013,2012,0,2013-03-31,TN,105240000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2013,2012,0,2013-03-31,TN,341200000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2013,2012,0,2013-03-31,TN,238800000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2013,2012,0,2013-03-31,TN,34220000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2013,2012,0,2013-03-31,TN,318200000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2013,2012,0,2013-03-31,TN,93510000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2013,2012,0,2013-03-31,TN,8030000.0
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2013,2012,0,2013-03-31,TN,10930000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2013,2012,0,2013-03-31,TN,40040000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2013,2012,0,2013-03-31,TN,660000.0
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2013,2012,0,2013-03-31,TN,14670000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2012,2011,0,2012-03-31,TN,361040000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2012,2011,0,2012-03-31,TN,35200000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2012,2011,0,2012-03-31,TN,242200000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2012,2011,0,2012-03-31,TN,42010000
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2012,2011,0,2012-03-31,TN,12210000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2012,2011,0,2012-03-31,TN,314000000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2012,2011,0,2012-03-31,TN,6960000.0
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2012,2011,0,2012-03-31,TN,11400000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2012,2011,0,2012-03-31,TN,6600000.0
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2012,2011,0,2012-03-31,TN,259300000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2012,2011,0,2012-03-31,TN,1095460000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2012,2011,0,2012-03-31,TN,105300000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2012,2011,0,2012-03-31,TN,94880000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2012,2011,0,2012-03-31,TN,17090000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2012,2011,0,2012-03-31,TN,29800000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2012,2011,0,2012-03-31,TN,750000.0
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2011,2010,0,2011-03-31,TN,33000000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2011,2010,0,2011-03-31,TN,86870000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2011,2010,0,2011-03-31,TN,966730000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2011,2010,0,2011-03-31,TN,244500000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2011,2010,0,2011-03-31,TN,95980000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2011,2010,0,2011-03-31,TN,10620000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2011,2010,0,2011-03-31,TN,342380000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2011,2010,0,2011-03-31,TN,8180000.0
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2011,2010,0,2011-03-31,TN,43400000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2011,2010,0,2011-03-31,TN,18240000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2011,2010,0,2011-03-31,TN,32480000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2011,2010,0,2011-03-31,TN,226300000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2011,2010,0,2011-03-31,TN,880000.0
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2011,2010,0,2011-03-31,TN,302000000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2011,2010,0,2011-03-31,TN,8270000.0
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2011,2010,0,2011-03-31,TN,12740000
