DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-10-01,INR,581428300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-09-01,INR,519266300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-08-01,INR,611680800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-07-01,INR,702536700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-06-01,INR,603702200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-05-01,INR,606046100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-04-01,INR,674212800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2015-03-01,INR,795881400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2015-02-01,INR,784091100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2015-01-01,INR,736860200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-12-01,INR,671350200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-11-01,INR,678920800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-10-01,INR,510780100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-09-01,INR,823107400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-08-01,INR,539180300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-07-01,INR,751190000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-06-01,INR,841410000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-05-01,INR,921220000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2015,2014,0,2014-04-01,INR,497160000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2014-03-01,INR,621250000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2014-02-01,INR,348520000000
