DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-21,INR,107.3106
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-21,INR,123.0347
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-21,INR,57.89
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-21,INR,91.55
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-22,INR,107.0552
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-22,INR,122.9484
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-22,INR,57.67
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-22,INR,91.5826
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-23,INR,107.6211
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-23,INR,123.6246
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-23,INR,57.75
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-23,INR,91.6195
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-27,INR,109.0635
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-27,INR,125.6856
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-27,INR,59.45
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-27,INR,91.8244
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-28,INR,109.9869
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-28,INR,126.5946
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-28,INR,60.06
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-28,INR,91.6945
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-29,INR,110.2273
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-29,INR,127.253
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-29,INR,60.08
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-29,INR,91.9644
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-30,INR,109.5661
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-30,INR,126.3834
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-30,INR,59.72
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-30,INR,91.8983
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-02-02,INR,108.5692
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-02-02,INR,125.2429
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-02-02,INR,59.2
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-02-02,INR,91.6443
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-02-03,INR,106.8558
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-02-03,INR,123.8875
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-02-03,INR,58.19
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-02-03,INR,90.4495
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-02-04,INR,107.0559
