DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2023-01-31,INR,125.41
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2023-01-31,INR,164.1248
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2023-01-31,INR,220.15800000000002
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-12-31,INR,217.587
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2022-12-31,INR,164.0695
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-12-31,INR,122.21000000000001
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-12-31,INR,200.3976
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-12-31,INR,173.0453
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-11-30,INR,114.91
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-11-30,INR,166.0316
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-11-30,INR,212.719
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2022-11-30,INR,163.5318
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-11-30,INR,191.4348
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-10-31,INR,111.91
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2022-10-31,INR,164.6309
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-10-31,INR,162.6918
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-10-31,INR,210.999
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-10-31,INR,186.03539999999998
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2022-09-30,INR,160.9645
