DATAFLOW,AUDST,FREQ,LIAB_ITEMS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI37,2025,2024,0,2024-12-27,INR,475655100000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI3,2025,2024,0,2024-12-27,INR,15317730000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI38,2025,2024,0,2024-12-27,INR,4436055300000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI36,2025,2024,0,2024-12-27,INR,47698200000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI1,2025,2024,0,2024-12-27,INR,35255186100000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI33,2025,2024,0,2024-11-29,INR,420000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI36,2025,2024,0,2024-11-29,INR,52970000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI39,2025,2024,0,2024-11-29,INR,1212550000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI2,2025,2024,0,2024-11-29,INR,140000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,NT_ISSU_TTL,2025,2024,0,2024-11-29,INR,35115640000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI37,2025,2024,0,2024-11-29,INR,505450000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LIA,2025,2024,0,2024-11-29,INR,33558810000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI32,2025,2024,0,2024-11-29,INR,0.0
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI34,2025,2024,0,2024-11-29,INR,10238150000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI38,2025,2024,0,2024-11-29,INR,2324640000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI31,2025,2024,0,2024-11-29,INR,1010000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI35,2025,2024,0,2024-11-29,INR,83110000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI4,2025,2024,0,2024-11-29,INR,19140510000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI1,2025,2024,0,2024-11-29,INR,35115500000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI3,2025,2024,0,2024-11-29,INR,14418300000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LIA,2025,2024,0,2024-10-25,INR,36529400000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI35,2025,2024,0,2024-10-25,INR,82650000000
