DATAFLOW,ASET_ITEMS_RN,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-09-26,INR,4308800000
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2025-09-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-09-26,INR,169849000000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-09-26,INR,2987782900000
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-09-26,INR,37596518600000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-09-26,INR,260293399999.999
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-09-26,INR,5441566000000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-09-26,INR,17336456299999.998
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-09-26,INR,5701859399999.999
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-08-29,INR,109750000000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-08-29,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-08-29,INR,4943470000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-08-29,INR,1653500000000
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-08-29,INR,4290000000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-08-29,INR,130000000
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-08-29,INR,16912160000000
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-08-29,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-08-29,INR,1328020000000
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-08-29,INR,34922060000000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-08-29,INR,2712560000000
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-08-29,INR,37638910000000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-08-29,INR,19500000000
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-08-29,INR,5138210000000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-08-29,INR,41376430000000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-08-29,INR,194740000000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-08-29,INR,196230000000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-08-29,INR,17672430000000
RBI:RBI_ASSET_M_RN(1.0),AI074,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-07-25,INR,16274612700000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-07-25,INR,17877028400000
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-07-25,INR,37637571300000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-07-25,INR,19060000000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-07-25,INR,4788013800000
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-07-25,INR,4512700000
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-07-25,INR,1121228000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-07-25,INR,1483744200000
RBI:RBI_ASSET_M_RN(1.0),AI08,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-07-25,INR,191847300000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-07-25,INR,2627262199999.9995
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-07-25,INR,35005796400000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-07-25,INR,40615402800000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-07-25,INR,156400000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-07-25,INR,240258600000
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-07-25,INR,4979861100000
RBI:RBI_ASSET_M_RN(1.0),AI081,N_A,M,2026,2025,0,2025-07-25,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-07-25,INR,103197600000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-06-27,INR,17877790000000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-06-27,INR,10650000000
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-06-27,INR,37835930000000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-06-27,INR,200660000000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-06-27,INR,180000000
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-06-27,INR,35272050000000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-06-27,INR,204920000000
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2025-06-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-06-27,INR,4480000000
RBI:RBI_ASSET_M_RN(1.0),AI081,N_A,M,2026,2025,0,2025-06-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-06-27,INR,15904600000000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-06-27,INR,4664340000000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-06-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI074,N_A,M,2026,2025,0,2025-06-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-06-27,INR,2559400000000
RBI:RBI_ASSET_M_RN(1.0),AI08,N_A,M,2026,2025,0,2025-06-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-06-27,INR,4869260000000
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-06-27,INR,0.0
