DATAFLOW,ACT_CAT_RN,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1486197000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1199769000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI_OTH,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,367599000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI_OTH,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,328486000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI_OTH,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,278128000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NFI,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,8595000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NFI,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,9223000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NFI,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,10451000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NOSD,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,5624000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NOSD,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,2249000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_NOSD,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,3990000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_ENA,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1774989000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_ENA,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1560777000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_ENA,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1270499000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_INC,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1774989000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_INC,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1560777000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_TTL_INC,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1270499000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_BD,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,229000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_BD,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,221000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_BD,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,556000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_DP,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,4492000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_DP,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,4214000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_DP,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,3646000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,63430000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,50194000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,39281000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT_NOSD,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,64356000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT_NOSD,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,54306000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EBT_NOSD,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,32897000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EWE,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1569000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EWE,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1398000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_EWE,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1347000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_INT,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,175237000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_INT,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,148271000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_INT,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,114882000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995.000000000000,AFY,GRP_ENA_LCT,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,19861000000
