DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_FD_OVRS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-05-31,USD,138779073226.932
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-05-31,USD,19887238636.721
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-04-30,USD,139355038596.088
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-04-30,USD,23689875242.869
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-04-30,USD,19687325736.798
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-04-30,USD,95977837616.421
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-03-31,USD,19363304795
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-03-31,USD,95816837961.538
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-03-31,USD,23698589997.92
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-03-31,USD,138878732754.458
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-02-28,USD,94134706948.728
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-02-28,USD,23004872376.219
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-02-28,USD,18402310099.198
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-02-28,USD,135541889424.145
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-01-31,USD,18206712175.561
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-01-31,USD,136821113882.604
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-01-31,USD,23124614805.413
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-01-31,USD,95489786901.63
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-12-31,USD,134485009530.574
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-12-31,USD,17558437396.571
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-12-31,USD,94468551654.744
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-12-31,USD,22458020479.259
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-11-30,USD,16719229978.572
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-11-30,USD,134500142182.711
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-11-30,USD,95317734435.274
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-11-30,USD,22463177768.865
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-10-31,USD,132661317498.531
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-10-31,USD,21798428840.469
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-10-31,USD,94758456677.167
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-10-31,USD,16104431980.895
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-09-30,USD,16008397075.738
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-09-30,USD,21857906751.749
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-09-30,USD,133673694529.393
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-09-30,USD,95807390701.906
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-08-31,USD,16017666866.476
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-08-31,USD,21712129340.994
