DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_MAJ_FR_EXC_RES_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-05-31,USD,4395358000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-05-31,INR,1591199100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-05-31,INR,59150985650000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-05-31,INR,7137612500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-05-31,USD,83418110000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-04-30,USD,581194970000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-04-30,INR,49110219200000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-04-30,INR,58173805140000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-04-30,USD,4515464000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-04-30,INR,384056040000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-04-30,USD,18599940000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-04-30,INR,1571670800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-04-30,SDR,13705945890
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-04-30,INR,7107859100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-04-30,USD,688428344000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-04-30,USD,84117970000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-03-31,USD,668326220000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-03-31,INR,6681623400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-03-31,USD,18169150000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-03-31,INR,1552891800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-03-31,SDR,13705945890
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-03-31,INR,57121405800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-03-31,USD,567557440000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-03-31,INR,48508339900000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-03-31,USD,78176350000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-03-31,USD,4423280000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-03-31,INR,378550700000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-02-28,INR,47549444900000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-02-28,INR,356461190000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-02-28,USD,73272260000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-02-28,USD,638698405000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-02-28,INR,1575044300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-02-28,SDR,13705945890
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-02-28,INR,55893130090000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-02-28,INR,6412179700000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-02-28,USD,543349570000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-02-28,USD,4078475000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-02-28,USD,17998100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-01-31,USD,17889470000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-01-31,INR,46569174800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-01-31,INR,6140071400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2025-01-31,USD,70892840000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-01-31,USD,630607387000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-01-31,SDR,13704730000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-01-31,USD,4140597000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2025-01-31,INR,54617411010000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2025-01-31,INR,358747110000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2025-01-31,INR,1549417700000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2025-01-31,USD,537684480000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-12-31,USD,66148450000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-12-31,INR,361105970000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-12-31,INR,54421760070000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-12-31,INR,1530817300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-12-31,USD,547454070000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-12-31,USD,4217385000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-12-31,USD,17881520000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-12-31,INR,46866940500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-12-31,USD,635701425000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-12-31,INR,5662896300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-12-31,SDR,13704730000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-11-30,USD,18006780000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-11-30,INR,48159800300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-11-30,SDR,13704730000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-11-30,USD,569960060000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-11-30,INR,359451100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-11-30,USD,659432860000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-11-30,INR,5679199800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-11-30,USD,67212010000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-11-30,USD,4254010000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-11-30,INR,55719966500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-11-30,INR,1521515300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-10-31,INR,1531977800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-10-31,USD,18218680000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-10-31,USD,589849330000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-10-31,USD,4311380000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-10-31,USD,682129960000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-10-31,USD,69750570000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-10-31,INR,362537600000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-10-31,SDR,13702170000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-10-31,INR,57359150000000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-10-31,INR,5865207100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-10-31,INR,49599427500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-09-30,SDR,13702166880
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-09-30,USD,18566300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-09-30,USD,617074990000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-09-30,USD,4391480000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-09-30,USD,65749490000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-09-30,INR,5509912400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-09-30,INR,1555885600000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-09-30,INR,51711871900000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-09-30,INR,367956500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-09-30,USD,705782260000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-09-30,INR,59145626400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-08-31,INR,57221339600000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-08-31,INR,5178560100000
