DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_SGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE3,0,1989-03-31,INR,158860000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE33,0,1989-03-31,INR,23920000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE2,0,1989-03-31,INR,469840000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE22,0,1989-03-31,INR,223100000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE21,0,1989-03-31,INR,246740000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE32,0,1989-03-31,INR,50310000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE21,0,1988-03-31,INR,230420000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE22,0,1988-03-31,INR,194090000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE3,0,1988-03-31,INR,133220000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE2,0,1988-03-31,INR,424510000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE33,0,1988-03-31,INR,17580000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE31,0,1988-03-31,INR,48980000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1988,1987,SE32,0,1988-03-31,INR,44180000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE33,0,1987-03-31,INR,13900000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE31,0,1987-03-31,INR,41010000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE32,0,1987-03-31,INR,37180000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE22,0,1987-03-31,INR,167860000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE21,0,1987-03-31,INR,200410000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE2,0,1987-03-31,INR,368270000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1987,1986,SE3,0,1987-03-31,INR,112190000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE3,0,1986-03-31,INR,96180000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE33,0,1986-03-31,INR,12070000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE22,0,1986-03-31,INR,145400000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE21,0,1986-03-31,INR,171920000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE32,0,1986-03-31,INR,33180000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE2,0,1986-03-31,INR,317320000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1986,1985,SE31,0,1986-03-31,INR,29400000000
