DATAFLOW,AUDST,COMP_COUNT,FREQ,PERF_IND_RN,PUC_CLS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,OTH_INC,ALL_COMP,2017,2016,0,2017-03-31,PT,5.8779
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,OTH_INC,LES_THN_5,2017,2016,0,2017-03-31,PT,9.2651
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,PUC_SHARE,10_TO_15,2017,2016,0,2017-03-31,PT,4.0904
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,PUC_SHARE,15_TO_25,2017,2016,0,2017-03-31,PT,5.6272
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,PUC_SHARE,25_N_ABOVE,2017,2016,0,2017-03-31,PT,85.9534
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,PUC_SHARE,5_TO_10,2017,2016,0,2017-03-31,PT,3.0205
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,PUC_SHARE,ALL_COMP,2017,2016,0,2017-03-31,PT,100.0
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,PUC_SHARE,LES_THN_5,2017,2016,0,2017-03-31,PT,1.3086
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,SALES,10_TO_15,2017,2016,0,2017-03-31,PT,5.4392
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,SALES,15_TO_25,2017,2016,0,2017-03-31,PT,3.891
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,SALES,25_N_ABOVE,2017,2016,0,2017-03-31,PT,3.2157
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,SALES,5_TO_10,2017,2016,0,2017-03-31,PT,2.5108
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,SALES,ALL_COMP,2017,2016,0,2017-03-31,PT,3.0898
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,SALES,LES_THN_5,2017,2016,0,2017-03-31,PT,-8.9933
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,SAL_SHARE,10_TO_15,2017,2016,0,2017-03-31,PT,4.6879
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,SAL_SHARE,15_TO_25,2017,2016,0,2017-03-31,PT,8.5063
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,SAL_SHARE,25_N_ABOVE,2017,2016,0,2017-03-31,PT,81.4005
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,SAL_SHARE,5_TO_10,2017,2016,0,2017-03-31,PT,3.5269
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,SAL_SHARE,ALL_COMP,2017,2016,0,2017-03-31,PT,100.0
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,SAL_SHARE,LES_THN_5,2017,2016,0,2017-03-31,PT,1.8786
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,TAX_PROV,10_TO_15,2017,2016,0,2017-03-31,PT,9.8016
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,TAX_PROV,15_TO_25,2017,2016,0,2017-03-31,PT,22.1707
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,TAX_PROV,25_N_ABOVE,2017,2016,0,2017-03-31,PT,0.2665
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,TAX_PROV,5_TO_10,2017,2016,0,2017-03-31,PT,10.0439
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,TAX_PROV,ALL_COMP,2017,2016,0,2017-03-31,PT,1.4948
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,TAX_PROV,LES_THN_5,2017,2016,0,2017-03-31,PT,-33.8317
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,DEPRC,10_TO_15,2018,2017,0,2018-03-31,PT,5.5315
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,458,AFY,DEPRC,15_TO_25,2018,2017,0,2018-03-31,PT,6.9246
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,774,AFY,DEPRC,25_N_ABOVE,2018,2017,0,2018-03-31,PT,3.4843
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,664,AFY,DEPRC,5_TO_10,2018,2017,0,2018-03-31,PT,4.628
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3096,AFY,DEPRC,ALL_COMP,2018,2017,0,2018-03-31,PT,3.8465
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,680,AFY,DEPRC,LES_THN_5,2018,2017,0,2018-03-31,PT,7.7074
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,EBITDA,10_TO_15,2018,2017,0,2018-03-31,PT,16.2524
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,458,AFY,EBITDA,15_TO_25,2018,2017,0,2018-03-31,PT,3.9324
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,774,AFY,EBITDA,25_N_ABOVE,2018,2017,0,2018-03-31,PT,4.5974
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,664,AFY,EBITDA,5_TO_10,2018,2017,0,2018-03-31,PT,3.2359
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3096,AFY,EBITDA,ALL_COMP,2018,2017,0,2018-03-31,PT,4.923
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,680,AFY,EBITDA,LES_THN_5,2018,2017,0,2018-03-31,PT,3.6967
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,EXPD,10_TO_15,2018,2017,0,2018-03-31,PT,12.6271
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,458,AFY,EXPD,15_TO_25,2018,2017,0,2018-03-31,PT,8.8275
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,774,AFY,EXPD,25_N_ABOVE,2018,2017,0,2018-03-31,PT,10.1043
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,664,AFY,EXPD,5_TO_10,2018,2017,0,2018-03-31,PT,9.3161
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3096,AFY,EXPD,ALL_COMP,2018,2017,0,2018-03-31,PT,10.1291
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,680,AFY,EXPD,LES_THN_5,2018,2017,0,2018-03-31,PT,12.2855
