DATAFLOW,AUDST,COMP_COUNT,FREQ,INDS_GRP_RN,PERF_IND_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,SALES,2015,2014,0,2014-06-30,PT,12.1916
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,TAX_PROV,2015,2014,0,2014-06-30,PT,47.776
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,DEPRC,2015,2014,0,2014-06-30,PT,7.0445
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,EBITDA,2015,2014,0,2014-06-30,PT,30.1071
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,EXPD,2015,2014,0,2014-06-30,PT,11.5101
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,38.1219
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,INT,2015,2014,0,2014-06-30,PT,6.279
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,NET_PFT,2015,2014,0,2014-06-30,PT,127.0414
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,OPR_PFT,2015,2014,0,2014-06-30,PT,38.8277
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,OTH_INC,2015,2014,0,2014-06-30,PT,-28.8314
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,1.562139
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,SALES,2015,2014,0,2014-06-30,INR,119290300000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,SALES,2015,2014,0,2014-06-30,PT,16.3145
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,105,QFY,MNF_CP_BASIC,TAX_PROV,2015,2014,0,2014-06-30,PT,81.9554
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,DEPRC,2015,2014,0,2014-06-30,PT,-2.6672
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,EBITDA,2015,2014,0,2014-06-30,PT,24.3322
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,EXPD,2015,2014,0,2014-06-30,PT,17.3698
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,32.0194
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,INT,2015,2014,0,2014-06-30,PT,-9.7989
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,NET_PFT,2015,2014,0,2014-06-30,PT,18.1743
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,OPR_PFT,2015,2014,0,2014-06-30,PT,34.1065
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,OTH_INC,2015,2014,0,2014-06-30,PT,-21.9942
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,1.259269
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,SALES,2015,2014,0,2014-06-30,INR,96162100000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,20,QFY,MNF_CP_FNP,SALES,2015,2014,0,2014-06-30,PT,12.37
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,85,QFY,MNF_CP_OTH,DEPRC,2015,2014,0,2014-06-30,PT,5.0297
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,85,QFY,MNF_CP_OTH,EBITDA,2015,2014,0,2014-06-30,PT,14.178
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,85,QFY,MNF_CP_OTH,EXPD,2015,2014,0,2014-06-30,PT,12.6143
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,85,QFY,MNF_CP_OTH,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,15.4356
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,85,QFY,MNF_CP_OTH,INT,2015,2014,0,2014-06-30,PT,-38.8895
