DATAFLOW,AUDST,COMP_COUNT,FREQ,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,INT_CVG,0,2017-03-31,RPT,3.398488140802
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,INT_TO_SAL,0,2017-03-31,RPT,4.071946262781
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,NET_PFT_TO_SAL,0,2017-03-31,RPT,4.576118831119
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,OPR_PFTS_TO_SAL,0,2017-03-31,RPT,14.424213466841
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,OTH_INC_NET_PFT,0,2017-03-31,RPT,79.368195850459
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,SC_TO_SAL,0,2017-03-31,RPT,9.931278814232
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,TAX_PROV_TO_EBT,0,2017-03-31,RPT,18.131042822412
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,CORM_TO_SAL,0,2017-06-30,RPT,50.708727192846
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,CSH_CVG_RATIO,0,2017-06-30,RPT,3.988220589187
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,EBITDA_TO_SAL,0,2017-06-30,RPT,17.244674062118
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,EBIT_TO_SAL,0,2017-06-30,RPT,12.974900181475
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,INT_BURDEN,0,2017-06-30,RPT,33.325125502829
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,INT_CVG,0,2017-06-30,RPT,3.000738886685
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,INT_TO_SAL,0,2017-06-30,RPT,4.323901769343
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,NET_PFT_TO_SAL,0,2017-06-30,RPT,5.514289913051
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,OPR_PFTS_TO_SAL,0,2017-06-30,RPT,14.03709757326
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,OTH_INC_NET_PFT,0,2017-06-30,RPT,58.168441257813
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,SC_TO_SAL,0,2017-06-30,RPT,10.633399543408
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2744.000000000000,QFY,2018,2017,TAX_PROV_TO_EBT,0,2017-06-30,RPT,24.65013456546
