DATAFLOW,AUDST,COMP_COUNT,FREQ,IND_CLASF_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,CORM_TO_SAL,0,2019-03-31,RPT,20.968784202315
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,CSH_CVG_RATIO,0,2019-03-31,RPT,2.961586436668
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,EBITDA_TO_SAL,0,2019-03-31,RPT,14.753434566412
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,EBIT_TO_SAL,0,2019-03-31,RPT,7.127450330782
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,INT_BURDEN,0,2019-03-31,RPT,69.893135331303
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,INT_CVG,0,2019-03-31,RPT,1.430755674731
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,INT_TO_SAL,0,2019-03-31,RPT,4.981598505365
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,NET_PFT_TO_SAL,0,2019-03-31,RPT,2.15027753131
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,OPR_PFTS_TO_SAL,0,2019-03-31,RPT,11.686481657677
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,OTH_INC_NET_PFT,0,2019-03-31,RPT,142.630561128864
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,SC_TO_SAL,0,2019-03-31,RPT,8.208308073501
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,628,AFY,ICC_SRV_NON_IT,2019,2018,TAX_PROV_TO_EBT,0,2019-03-31,RPT,29.662092140412
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,CORM_TO_SAL,0,2020-03-31,RPT,52.458224824953
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,CSH_CVG_RATIO,0,2020-03-31,RPT,5.674513277613
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,EBITDA_TO_SAL,0,2020-03-31,RPT,16.692456911981
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,EBIT_TO_SAL,0,2020-03-31,RPT,12.654090966198
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,INT_BURDEN,0,2020-03-31,RPT,23.246667034328
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,INT_CVG,0,2020-03-31,RPT,4.301691930819
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,INT_TO_SAL,0,2020-03-31,RPT,2.941654393133
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,NET_PFT_TO_SAL,0,2020-03-31,RPT,6.947528557475
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,OPR_PFTS_TO_SAL,0,2020-03-31,RPT,13.991914539215
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1841,AFY,ICC_MANF,2020,2019,OTH_INC_NET_PFT,0,2020-03-31,RPT,38.870547280585
