DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2013,2012,0,2012-11-30,INR,3066100000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2013,2012,0,2012-06-15,INR,4215800000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2013,2012,0,2012-06-15,INR,8.85
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2013,2012,0,2012-06-15,INR,10.1
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2013,2012,0,2012-06-15,INR,618600000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2012,2011,0,2011-07-15,INR,4059730000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2012,2011,0,2011-07-15,INR,284310000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2012,2011,0,2011-07-15,INR,8.2
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2012,2011,0,2011-07-15,INR,10.1
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2011,2010,0,2010-12-31,INR,9.8
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2011,2010,0,2010-12-31,INR,3614080000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2011,2010,0,2010-12-31,INR,842610000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2011,2010,0,2010-12-31,INR,8.57
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2010,2009,0,2010-01-15,INR,2646980000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2010,2009,0,2010-01-15,INR,6.61
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2010,2009,0,2010-01-15,INR,3.38
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2010,2009,0,2010-01-15,INR,192790000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2010,2009,0,2009-07-31,INR,3.55
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2010,2009,0,2009-07-31,INR,96680000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2010,2009,0,2009-07-31,INR,8.0
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2010,2009,0,2009-07-31,INR,2403950000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2009,2008,0,2008-08-15,INR,1669960000000
